"Poll No.", Rejected, Unmarked, Declined, "Total Voter Turnout", "Names On List Of Electors", "Voting Place Address Or Location", "Electoral District"
057, 0, 0, 0, 184, 418, "St. Patrick Catholic School"
058, 0, 1, 0, 238, 500, "Alexander Graham Bell Public School"
059, 0, 1, 0, 237, 490, "St. Patrick Catholic School"
060, 1, 0, 0, 207, 469, "Lincoln Alexander Public School"
061, 1, 0, 0, 245, 529, "St. Patrick Catholic School"
062, 0, 1, 0, 148, 368, "Alexander Graham Bell Public School"
063, 0, 0, 0, 174, 408, "Lester B. Pearson Public School"
064, 0, 0, 1, 157, 394, "Lincoln Alexander Public School"
065, 0, 0, 0, 176, 407, "Westney Heights Public School"
066, 0, 0, 0, 179, 379, "Westney Heights Public School"
067, 0, 0, 0, 217, 441, "Lester B. Pearson Public School"
068, 0, 0, 0, 187, 401, "Westney Heights Public School"
069, 0, 0, 0, 150, 426, "Westney Heights Public School"
070, 1, 0, 0, 180, 385, "Westney Heights Public School"
071, 1, 2, 1, 176, 489, "Dr. Roberta Bondar Public School"
072, 1, 1, 0, 159, 374, "Applecroft Public School"
073, 0, 1, 0, 202, 490, "Applecroft Public School"
074, 0, 0, 0, 210, 452, "Dr. Roberta Bondar Public School"
075A, 0, 1, 0, 131, 334, "Applecroft Public School"
075B, 2, 2, 0, 227, 362, "Applecroft Public School"
076, 0, 0, 0, 114, 515, "Applecroft Public School"
077, 0, 0, 0, 142, 382, "Dr. Roberta Bondar Public School"
078, 0, 1,0, 147, 404, "Applecroft Public School"
079, 0, 0, 0, 177, 467, "Archbishop Denis O'Connor Catholic High School"
080, 0, 0, 0, 158, 340, "Cadarackque Public School"
081, 1, 0, 0, 154, 337, "Cadarackque Public School"
082, 0, 0, 1, 243, 524, "Pine Ridge Secondary School"
083, 0, 1, 0, 170, 313, "Pine Ridge Secondary School"
084, 1, 0, 0, 251, 537, "Valley Farm Public School"
085A, 0, 0, 0, 119, 263, "Valley Farm Public School"
085B, 0, 1, 0, 140, 289,"Valley Farm Public School"
086, 1, 0, 0, 213, 528, "Valley Farm Public School"
087, 1, 1, 0, 210, 526, "Valley Farm Public School"
088, 1, 0, 0, 167, 430, "Valley Farm Public School"
089, 0, 0, 0, 178, 427, "St. Wilfrid Catholic School"
090, 0, 1, 0, 159, 485, "St. Anthony Daniel Catholic School"
091, 0, 1, 0, 177, 492, "Valley Farm Public School"
092A, 0, 1, 0, 115, 283, "St. Anthony Daniel Catholic School"
092B, 0, 0, 2, 101, 269, "St. Anthony Daniel Catholic School"
093, 0, 1, 0, 268, 546, "Eagle Ridge Public School"
094, 0, 0, 0, 228, 428, "Eagle Ridge Public School"
095, 0, 0, 0, 198, 432, "Pickering High School"
096, 0, 0, 0, 0, 0, "NO POLL HELD"
096-1s, 0, 0, 0, 50, 105, "Unity Village"
097, 0, 0, 0, 216, 471, "Pickering High School"
098, 0, 0, 0, 156, 382, "Pickering High School"
099, 1, 0, 1, 197, 426, "Lincoln Alexander Public School"
100, 0, 0, 0, 224, 481, "Lincoln Alexander Public School"
101, 0, 2, 1, 198, 362, "Lincoln Alexander Public School"
102, 1, 1, 0, 276, 485, "Lincoln Avenue Public School"
103, 1, 0, 0, 189, 462, "Lincoln Alexander Public School"
104, 0, 0, 0, 197, 424, "Roland Michener Public School"
105, 1, 0, 0, 168, 381, "Westney Heights Public School"
106, 0, 0, 0, 227, 467, "Roland Michener Public School"
107, 3, 2, 1, 209, 427, "Roland Michener Public School"
108, 0, 0, 0, 176, 438, "Roland Michener Public School"
109, 0, 0, 0, 189, 446, "Roland Michener Public School"
110, 0, 0, 0, 193, 478, "Roland Michener Public School"
111, 0, 0, 0, 154, 408, "Lord Elgin Public School"
112, 0, 0, 0, 127, 263, "Lord Elgin Public School"
113, 0, 0, 0, 142, 358, "Lord Elgin Public School"
114, 1, 1, 0, 149, 422, "Lord Elgin Public School"
115, 0, 0, 0, 178, 378, "Lord Elgin Public School"
116s, 0, 0, 1, 60, 131, "Ballycliffe Retirement Home"
117, 0, 0, 0, 215, 484, "Archbishop Denis O'Connor Catholic High School"
118, 1, 0, 0, 142, 346, "Archbishop Denis O'Connor Catholic High School"
119, 0, 0, 0, 220, 468, "Archbishop Denis O'Connor Catholic High School"
120, 0, 0, 1, 210, 424, "St. Andrews Community Centre"
121A, 0, 1, 0, 169, 340, "St. Andrews Community Centre"
121B, 0, 0, 0, 142, 326, "St. Andrews Community Centre"
122, 1, 2, 0, 201, 603," Carruthers Creek Public School"
123, 0, 0, 0, 0, 0, "NO POLL HELD"
124A, 2, 0, 0, 113, 220, "Herongate Barn Theatre"
124B, 0, 0, 0, 90, 219, "Herongate Barn Theatre"
125, 0, 0, 0, 198, 529, "Pine Ridge Secondary School"
126, 0, 2, 0, 186, 423, "Pine Ridge Secondary School"
127, 1, 0, 0, 229, 523, "Pine Ridge Secondary School"
128, 1, 0, 0, 236, 461, "Maple Ridge Public School"
129, 1, 2, 0, 224, 439, "Pine Ridge Secondary School"
130, 0, 0, 0, 211, 445, "Maple Ridge Public School"
131A, 1, 0, 0, 142, 266, "Maple Ridge Public School"
131B, 0, 3, 0, 152, 296, "Maple Ridge Public School"
132, 0, 0, 0, 165, 490, "St. Anthony Daniel Catholic School"
133, 1, 0, 0, 101, 223, "St. Anthony Daniel Catholic School"
134s, 0, 0, 0, 99, 282, "Village Retirement Centre"
135, 1, 0, 0, 137, 413, "Pickering Recreation Complex"
136, 1, 1, 0, 188, 418, "St. Anthony Daniel Catholic School"
137A, 1, 0, 0, 113, 328, "Pickering Recreation Complex"
137B, 0, 0, 0, 116, 375, "Pickering Recreation Complex"
138, 0, 0, 0, 116, 378, "Pickering High School"
139, 0, 0, 0, 116, 439, "Pickering High School"
140, 0, 0, 0, 96, 314, "Pickering High School"
141, 1, 0, 0, 182, 371, "Lincoln Avenue Public School"
142, 0, 0, 0, 0, 0, "NO POLL HELD"
143s, 0, 0, 0, 69, 99, "Ashley Manor"
144, 0, 0, 0, 122, 294, "St. Andrews Community Centre"
145, 0, 0, 0, 70, 225, "Ajax High School"
146s, 5, 1, 0, 198, 306, "66 Falby Court"
147, 0, 0, 0, 180, 361, "Ajax High School"
148, 0, 0, 0, 0, 0, "NO POLL HELD"
149, 0, 0, 1, 164, 405, "Ajax High School"
150, 0, 0, 0, 144, 411, "Ajax High School"
151A, 0, 0, 0, 97, 276, "Ajax High School"
151B, 0, 0, 0, 97, 281, "Ajax High School"
152, 0, 0, 0, 202, 413, "Carruthers Creek Public School"
153, 0, 0, 0, 147, 375, "Ajax High School"
154, 0, 0, 1, 151, 336, "Carruthers Creek Community Church"
155, 0, 0, 0, 163, 294, "Carruthers Creek Community Church"
156, 0, 0, 0, 136, 380, "Maple Ridge Public School"
157, 0, 0, 0, 236, 465, "Maple Ridge Public School"
158A, 0, 0, 0, 174, 359, "Pickering Recreation Complex"
158B, 0, 2, 0, 150, 340, "Pickering Recreation Complex"
159, 0, 0, 0, 0, 0, "NO POLL HELD"
159-1s, 0, 0, 0 ,26, 29, "Chartwell Senior Housing"
160, 1, 0, 0, 176, 449, "Pickering Recreation Complex"
161s, 2, 1, 0, 31, 68, "The Parkway Retirement Home"
162, 0, 0, 0, 91, 268, "Pickering Recreation Complex"
163A, 4, 0, 0, 176, 312, "Ajax Community Centre"
163B, 0, 1, 0, 95, 283, "Ajax Community Centre"
164, 1, 0, 0, 169, 392, "Ajax Community Centre"
165, 0, 0, 0, 158, 351, "Duffin's Bay Public School"
167s, 0, 0, 0, 70, 92, "Westwood Manor"
168, 0, 0, 0, 180, 427, "Ajax Community Centre"
169, 0, 0, 0, 135, 276, "St. James Catholic School"
170, 1, 0, 0, 209, 427, "Southwood Park Public School"
171, 1, 1, 0, 268, 472, "St. James Catholic School"
172, 0, 0, 0, 202, 385, "Southwood Park Public School"
173, 0, 0, 1, 204, 411, "Southwood Park Public School"
174, 1, 2, 0, 209, 403, "Southwood Park Public School"
175, 2, 0, 0, 171, 425, "Carruthers Creek Public School"
176, 0, 1, 0, 194, 457, "Carruthers Creek Public School"
177, 0, 1, 0, 192, 380, "Carruthers Creek Public School"
178, 0, 0, 0, 181, 383, "Carruthers Creek Public School"
179, 0, 2, 0, 225, 415, "Carruthers Creek Community Church"
180, 1, 1, 0, 146, 312, "Carruthers Creek Community Church"
181, 0, 0, 0, 224, 401, "Carruthers Creek Community Church"
182, 1, 0, 0, 130, 295, "Carruthers Creek Community Church"
183, 1, 0, 0, 173, 343, "Carruthers Creek Community Church"
184, 0, 0, 0, 143, 355, "Carruthers Creek Community Church"
185, 0, 0, 0, 148, 390, "Carruthers Creek Community Church"
186, 0, 0, 0, 112 , 401, "Pickering High School"
187A, 0, 0, 0, 131 , 325, "Ajax Community Centre"
187B, 0, 1, 0, 152 , 321, "Ajax Community Centre"
188, 2, 1, 0, 261, 476, "Lakeside Public School"
189, 0, 0, 0, 183, 376, "Lakeside Public School"
190, 2, 0, 0, 87, 165, "Lakeside Public School"
191, 0, 0, 0, 154, 298, "Lakeside Public School"
192, 0, 1, 0, 233, 445, "Duffin's Bay Public School"
193, 1, 0, 0, 297, 490, "Lakeside Public School"
194, 1, 0, 0, 272, 467, "Duffin's Bay Public School"
195, 2, 0, 1, 212, 434, "Duffin's Bay Public School"
196, 0, 4, 0, 245, 463, "St. James Catholic School"
197, 0, 0, 0, 280, 475, "Duffin's Bay Public School"
198, 1, 0, 0, 144, 268, "St. James Catholic School"
199, 0, 0, 1, 201, 413, "St. James Catholic School"
200, 0, 0, 0, 217, 435, "St. James Catholic School"
201, 0, 0, 0, 217, 407, "Southwood Park Public School"
202, 0, 0, 0, 201, 382, "Southwood Park Public School"
203, 0, 2, 0, 284, 472, "Lakeside Public School"
400, 0, 1, 0, 136, 188, "Top of Westney"
403, 0, 0, 0, 195, 306, "Emerald Point"
404, 0, 0, 0, 121, 170, "Village Gardens"
405, 0, 1, 0, 209, 266, "44 Falby Court"
406, 1, 0, 0, 146, 261, "33 Falby Court"
407, 0, 2, 0, 151, 282, "55 Falby Court"
409, 0, 0, 0, 83, 144, "1625 Pickering Parkway"
410, 0, 0, 0, 140, 288, "77 Falby Court"
ADV001, 2, 3, 2, 950, 0, "Returning Office / Bureau du directeur du scrutin"
ADV002, 2, 1, 0, 1091, 0, "Ajax Public Library"
ADV003, 0, 0, 0, 241, 0, "Tribute Lakeside Pavilion"
ADV004, 5, 4, 0, 1098, 0, "Mclean's Community Centre"
ADV005, 1, 1, 1, 616, 0, "Pickering Recreation Complex"
ADV006, 0, 0, 1, 151, 0, "Claremont Community Centre"
